SpeSpecimenNo,SpeSpecimenNoText,RLBCataloguedByRef.NamFirst,RLBCataloguedByRef.NamLast,RLBDateCatalogued,Column,Column2,IdeTaxonRef_tab(1).ClaGenus,IdeTaxonRef_tab(1).ClaSpecies,Column3,Column4,SitSiteRef_tab(1).RLBDepositNo,RLBRemarks,SitSiteRef_tab(1).RLBCoordinates_tab(1),RLBGHancockCollGrid2,SitSiteRef_tab(1).RLBDepth1,RLBGHancockCollDepth2,RLBRemarks2,RLBGCollectedByInitials,RLBGCollectedByName,IdeIdentifiedByParty_tab(1),IdeDateIdentified0,RLBGroup,RLBElementPart,SpeSide,RLBElementNo,RLBElement,RLBSubElement,RLBEleRemarks,RLBOntogeneticAge,SpePublicationRemarks,RLBDateCollected,Column5,IdeTaxonRef_tab(1).SecDepartment_tab(1),IdeFiledAs_tab(1),SitSiteRef_tab(1).RLBCollection,ColDivision,ColDepartment
Project Acronym,Catalog number,Cataloger First Name,Cataloger Last Name,Date cataloged,higher taxonomic designation,IRN taxonmy,Scientific Name Genus,Scientific Name Species,taxonomy questions,Sites IRN,Pit No.,General locality,Grid No. (1),Grid No. (2),Depth 1,Depth 2,Locality Remarks,Collector initials,Collector name,Identified by,Identified date,Element Group,Element part,Element side,Element No.,Element,Sub-Element,Element remarks,Ontogenetic age,"General publication remarks; author, date, journal title, volume",Date collected (true value),Additional notes that do not fit in other fields,Department (always Rancho La Brea),Filed as (always yes),Collection,Division,Department
HC,14319.0,Mary ,Romig,1984-09-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,forelimb,,rt,II,metacarpal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14630.0,Mary ,Romig,1984-10-11T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,,astragalus,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14631.0,Mary ,Romig,1984-10-11T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,,astragalus,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14632.0,Mary ,Romig,1984-10-11T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,,astragalus,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14633.0,Mary ,Romig,1984-10-11T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,,astragalus,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14634.0,Mary ,Romig,1984-10-11T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,,astragalus,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14635.0,Mary ,Romig,1984-10-11T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,,astragalus,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14636.0,Mary ,Romig,1984-10-11T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,,astragalus,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14637.0,Mary ,Romig,1984-10-11T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,,astragalus,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14638.0,Mary ,Romig,1984-10-11T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,,astragalus,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14639.0,Mary ,Romig,1984-10-11T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,,astragalus,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14640.0,Mary ,Romig,1984-10-11T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,,astragalus,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14641.0,Mary ,Romig,1984-10-11T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,,astragalus,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14642.0,Mary ,Romig,1984-10-11T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,,astragalus,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14643.0,Mary ,Romig,1984-10-11T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,,astragalus,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14644.0,Mary ,Romig,1984-10-11T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,,astragalus,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14757.0,Mary ,Romig,1984-10-12T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,II,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14758.0,Mary ,Romig,1984-10-12T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,II,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14759.0,Mary ,Romig,1984-10-12T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,II,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14760.0,Mary ,Romig,1984-10-12T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,II,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14762.0,Mary ,Romig,1984-10-15T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,II,metatarsal,,2 specimens had the same catalogue #E-7285 therefore this one was recatalogued; ,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14763.0,Mary ,Romig,1984-10-15T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,II,metatarsal,,path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14764.0,Mary ,Romig,1984-10-15T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,dist,lt,II,metatarsal,,path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14774.0,Mary ,Romig,1984-10-15T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,II,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14775.0,Mary ,Romig,1984-10-15T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,II,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14776.0,Mary ,Romig,1984-10-15T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,II,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14777.0,Mary ,Romig,1984-10-15T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,II,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14778.0,Mary ,Romig,1984-10-15T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,II,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14814.0,Mary ,Romig,1984-10-15T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,III,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14815.0,Mary ,Romig,1984-10-15T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,III,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14816.0,Mary ,Romig,1984-10-15T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,III,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14817.0,Mary ,Romig,1984-10-15T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,III,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14818.0,Mary ,Romig,1984-10-15T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,III,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14838.0,Mary ,Romig,1984-10-15T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,questionable box #85-9,MFP,Museum Field Party,,,hindlimb,,rt,III,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14839.0,Mary ,Romig,1984-10-15T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,III,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14840.0,Mary ,Romig,1984-10-15T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,III,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14841.0,Mary ,Romig,1984-10-15T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,III,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14992.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,IV,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14993.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,IV,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14994.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,IV,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14995.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,IV,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14996.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,IV,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14997.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,IV,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14998.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,IV,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14999.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,IV,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15000.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,IV,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15001.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,IV,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15026.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,IV,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15027.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,IV,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15028.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,IV,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15029.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,IV,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15030.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,IV,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15031.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,IV,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15032.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,IV,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15056.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,V,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15057.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,V,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15058.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,V,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15059.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,V,metatarsal,,in comperative collect; page mus. Lab; ,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15060.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,V,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15061.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,31693.0,no data,,,,,,data illegible,MFP,Museum Field Party,,,hindlimb,,lt,V,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15062.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,V,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15063.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,V,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15064.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,V,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15088.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,V,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15089.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,V,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15090.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,V,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15091.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,V,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15619.0,Mary ,Romig,1984-10-29T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15620.0,Mary ,Romig,1984-10-29T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15621.0,Mary ,Romig,1984-10-29T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15667.0,Mary ,Romig,1984-10-30T00:00:00Z,,4101.0,Canis,dirus,,31696.0,,,,,,,"questionable pit, 3+4 ",MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15668.0,Mary ,Romig,1984-10-30T00:00:00Z,,4101.0,Canis,dirus,,31696.0,,,,,,,"questionable pit, 3+4 ",MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15669.0,Mary ,Romig,1984-10-30T00:00:00Z,,4101.0,Canis,dirus,,31696.0,,,,,,,"questionable pit, 3+4 ",MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15670.0,Mary ,Romig,1984-10-30T00:00:00Z,,4101.0,Canis,dirus,,31696.0,,,,,,,"questionable pit, 3+4 ",MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15979.0,Mary ,Romig,1984-11-05T00:00:00Z,,4101.0,Canis,dirus,,9201.0,pond dump,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15980.0,Mary ,Romig,1984-11-05T00:00:00Z,,4101.0,Canis,dirus,,9201.0,pond dump,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16370.0,Mary ,Romig,1984-11-09T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,IV,metatarsal,,mis-catalogued as D-2596 therefore re-catalogued;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16371.0,Mary ,Romig,1984-11-09T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,IV,metatarsal,,mis-catalogued as D-2594 therefore re-catalogued;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16372.0,Mary ,Romig,1984-11-09T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,rt,IV,metatarsal,,mis-catalogued as D-2595 therefore re-catalogued;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16453.0,Mary ,Romig,1984-11-09T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,,terminal phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16526.0,Mary ,Romig,1984-11-14T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,III,metatarsal,,pitworn;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16748.0,Mary ,Romig,1984-11-19T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,,terminal phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16759.0,Mary ,Romig,1984-11-19T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,forelimb,,rt,1st,carpal phalanx,digit I,changed 2008 SMC;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16762.0,Mary ,Romig,1984-11-19T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,axial,,,,manubrium,,2 specimens received the same catalogue no (D-6817) so this one recatalogued;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16786.0,Mary ,Romig,1984-11-19T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,,sesamoid,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16787.0,Mary ,Romig,1984-11-19T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,,sesamoid,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16788.0,Mary ,Romig,1984-11-19T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,,sesamoid,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16789.0,Mary ,Romig,1984-11-19T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,,sesamoid,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16790.0,Mary ,Romig,1984-11-19T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,,sesamoid,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16791.0,Mary ,Romig,1984-11-19T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,,sesamoid,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16792.0,Mary ,Romig,1984-11-19T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,,sesamoid,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16793.0,Mary ,Romig,1984-11-19T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,,sesamoid,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16799.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16800.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16801.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16802.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16803.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
